frame_no,ts,src_ip,dst_ip,src_mac,dst_mac,protocol,transport,src_port,dst_port,length,tcp_syn,tcp_ack,tcp_fin,tcp_rst,dns_qry_name,dns_qry_type,dns_response,dns_rcode,http_method,http_host,http_uri,arp_src_ip,arp_src_mac,arp_opcode,info
146,1700000051.231642,93.184.82.100,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,59291,1052,0,1,0,0,,,,,,,,,,,Application Data
147,1700000052.160056,93.184.82.100,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,59291,1351,0,1,0,0,,,,,,,,,,,Application Data
148,1700000052.6254072,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,56010,53,88,,,,,github.com,1,0,,,,,,,,Standard query A github.com
149,1700000052.6454072,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,56010,120,,,,,github.com,1,1,0,,,,,,,Standard query response A github.com
150,1700000052.6754072,10.0.0.101,93.184.168.186,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,56010,443,74,1,0,0,0,,,,,,,,,,,SYN
151,1700000052.7054071,93.184.168.186,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,56010,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
152,1700000053.0503354,10.0.0.109,93.184.82.100,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,59291,443,975,0,1,0,0,,,,,,,,,,,Application Data
153,1700000053.1982422,10.0.0.101,93.184.168.186,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56010,443,637,0,1,0,0,,,,,,,,,,,Application Data
154,1700000053.357246,10.0.0.109,10.0.0.1,02:f8:72:e4:ad:c7,00:11:22:33:44:01,DNS,UDP,50074,53,80,,,,,wikipedia.org,1,0,,,,,,,,Standard query A wikipedia.org
155,1700000053.377246,10.0.0.1,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,DNS,UDP,53,50074,124,,,,,wikipedia.org,1,1,0,,,,,,,Standard query response A wikipedia.org
156,1700000053.4072459,10.0.0.109,93.184.6.226,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TCP,TCP,50074,443,74,1,0,0,0,,,,,,,,,,,SYN
157,1700000053.4372458,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TCP,TCP,443,50074,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
158,1700000053.5370119,93.184.168.186,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,56010,1154,0,1,0,0,,,,,,,,,,,Application Data
159,1700000053.612495,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,548,0,1,0,0,,,,,,,,,,,Application Data
160,1700000053.9076345,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,800,0,1,0,0,,,,,,,,,,,Application Data
161,1700000054.0008347,10.0.0.102,10.0.0.1,02:86:f9:bc:c2:b7,00:11:22:33:44:01,DNS,UDP,50320,53,71,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
162,1700000054.0208347,10.0.0.1,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,DNS,UDP,53,50320,129,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
163,1700000054.0508347,10.0.0.102,93.184.30.97,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TCP,TCP,50320,443,74,1,0,0,0,,,,,,,,,,,SYN
164,1700000054.0808346,93.184.30.97,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TCP,TCP,443,50320,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
165,1700000054.2471976,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,1192,0,1,0,0,,,,,,,,,,,Application Data
166,1700000054.7359784,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,481,0,1,0,0,,,,,,,,,,,Application Data
167,1700000054.9239407,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,233,0,1,0,0,,,,,,,,,,,Application Data
168,1700000055.0215755,10.0.0.109,93.184.6.226,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,50074,443,702,0,1,0,0,,,,,,,,,,,Application Data
169,1700000055.4205067,10.0.0.101,93.184.168.186,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56010,443,1005,0,1,0,0,,,,,,,,,,,Application Data
170,1700000055.4528878,93.184.6.226,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,50074,773,0,1,0,0,,,,,,,,,,,Application Data
171,1700000055.5337894,10.0.0.101,93.184.168.186,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56010,443,866,0,1,0,0,,,,,,,,,,,Application Data
172,1700000056.0162373,93.184.30.97,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,50320,957,0,1,0,0,,,,,,,,,,,Application Data
173,1700000056.4240863,93.184.30.97,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,50320,244,0,1,0,0,,,,,,,,,,,Application Data
174,1700000056.5825984,10.0.0.102,93.184.30.97,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TLS,TCP,50320,443,288,0,1,0,0,,,,,,,,,,,Application Data
175,1700000059.354703,10.0.0.102,10.0.0.1,02:86:f9:bc:c2:b7,00:11:22:33:44:01,DNS,UDP,63586,53,76,,,,,github.com,1,0,,,,,,,,Standard query A github.com
176,1700000059.374703,10.0.0.1,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,DNS,UDP,53,63586,101,,,,,github.com,1,1,0,,,,,,,Standard query response A github.com
177,1700000059.404703,10.0.0.102,93.184.192.149,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TCP,TCP,63586,443,74,1,0,0,0,,,,,,,,,,,SYN
178,1700000059.4347029,93.184.192.149,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TCP,TCP,443,63586,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
179,1700000059.9590855,10.0.0.105,10.0.0.1,02:a4:67:d2:8b:71,00:11:22:33:44:01,DNS,UDP,51323,53,78,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
180,1700000059.9790854,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,DNS,UDP,53,51323,128,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
181,1700000060.0,10.0.0.1,10.0.0.100,00:11:22:33:44:01,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,00:11:22:33:44:01,2,10.0.0.1 is at 00:11:22:33:44:01
182,1700000060.0090854,10.0.0.105,93.184.42.4,02:a4:67:d2:8b:71,00:11:22:33:44:01,TCP,TCP,51323,443,74,1,0,0,0,,,,,,,,,,,SYN
183,1700000060.0390854,93.184.42.4,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TCP,TCP,443,51323,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
184,1700000060.2330225,10.0.0.102,93.184.192.149,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TLS,TCP,63586,443,353,0,1,0,0,,,,,,,,,,,Application Data
185,1700000060.3390248,10.0.0.102,93.184.192.149,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TLS,TCP,63586,443,332,0,1,0,0,,,,,,,,,,,Application Data
186,1700000060.4035895,10.0.0.105,93.184.42.4,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,51323,443,1302,0,1,0,0,,,,,,,,,,,Application Data
187,1700000060.9412224,93.184.192.149,10.0.0.102,00:11:22:33:44:01,02:86:f9:bc:c2:b7,TLS,TCP,443,63586,1260,0,1,0,0,,,,,,,,,,,Application Data
188,1700000061.0207398,10.0.0.102,93.184.192.149,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TLS,TCP,63586,443,442,0,1,0,0,,,,,,,,,,,Application Data
189,1700000061.0253272,10.0.0.105,93.184.42.4,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,51323,443,541,0,1,0,0,,,,,,,,,,,Application Data
190,1700000061.0956964,93.184.42.4,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,51323,538,0,1,0,0,,,,,,,,,,,Application Data
191,1700000061.7479832,93.184.42.4,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,51323,1055,0,1,0,0,,,,,,,,,,,Application Data
192,1700000062.0,10.0.0.1,10.0.0.255,de:ad:be:ef:00:99,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,de:ad:be:ef:00:99,2,10.0.0.1 is at de:ad:be:ef:00:99 (gratuitous)
193,1700000062.3327,10.0.0.102,93.184.192.149,02:86:f9:bc:c2:b7,00:11:22:33:44:01,TLS,TCP,63586,443,254,0,1,0,0,,,,,,,,,,,Application Data
194,1700000066.492462,10.0.0.108,10.0.0.1,02:2a:c2:b3:5a:11,00:11:22:33:44:01,DNS,UDP,64864,53,73,,,,,mozilla.org,1,0,,,,,,,,Standard query A mozilla.org
195,1700000066.512462,10.0.0.1,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,DNS,UDP,53,64864,106,,,,,mozilla.org,1,1,0,,,,,,,Standard query response A mozilla.org
196,1700000066.5424619,10.0.0.108,93.184.155.229,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TCP,TCP,64864,443,74,1,0,0,0,,,,,,,,,,,SYN
197,1700000066.5724618,93.184.155.229,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TCP,TCP,443,64864,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
198,1700000067.0,10.0.0.1,10.0.0.255,de:ad:be:ef:00:99,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,de:ad:be:ef:00:99,2,10.0.0.1 is at de:ad:be:ef:00:99 (gratuitous)
199,1700000068.0882618,93.184.155.229,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,64864,454,0,1,0,0,,,,,,,,,,,Application Data
200,1700000068.249221,93.184.155.229,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,64864,970,0,1,0,0,,,,,,,,,,,Application Data
201,1700000068.6415067,10.0.0.108,93.184.155.229,02:2a:c2:b3:5a:11,00:11:22:33:44:01,TLS,TCP,64864,443,1127,0,1,0,0,,,,,,,,,,,Application Data
202,1700000069.2434607,93.184.155.229,10.0.0.108,00:11:22:33:44:01,02:2a:c2:b3:5a:11,TLS,TCP,443,64864,261,0,1,0,0,,,,,,,,,,,Application Data
203,1700000069.6595848,10.0.0.109,10.0.0.1,02:f8:72:e4:ad:c7,00:11:22:33:44:01,DNS,UDP,49535,53,76,,,,,google.com,1,0,,,,,,,,Standard query A google.com
204,1700000069.6795847,10.0.0.1,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,DNS,UDP,53,49535,98,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
205,1700000069.7095847,10.0.0.109,93.184.229.10,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TCP,TCP,49535,443,74,1,0,0,0,,,,,,,,,,,SYN
206,1700000069.7395847,93.184.229.10,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TCP,TCP,443,49535,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
207,1700000070.7036843,93.184.229.10,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,49535,902,0,1,0,0,,,,,,,,,,,Application Data
208,1700000070.798228,10.0.0.109,93.184.229.10,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,49535,443,530,0,1,0,0,,,,,,,,,,,Application Data
209,1700000071.3462088,10.0.0.107,10.0.0.1,02:10:db:d3:46:a1,00:11:22:33:44:01,DNS,UDP,54677,53,73,,,,,amazon.com,1,0,,,,,,,,Standard query A amazon.com
210,1700000071.3662088,10.0.0.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,DNS,UDP,53,54677,96,,,,,amazon.com,1,1,0,,,,,,,Standard query response A amazon.com
211,1700000071.3962088,10.0.0.107,93.184.194.22,02:10:db:d3:46:a1,00:11:22:33:44:01,TCP,TCP,54677,443,74,1,0,0,0,,,,,,,,,,,SYN
212,1700000071.4262087,93.184.194.22,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TCP,TCP,443,54677,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
213,1700000071.4413831,10.0.0.109,93.184.229.10,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,49535,443,1321,0,1,0,0,,,,,,,,,,,Application Data
214,1700000071.760471,93.184.229.10,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TLS,TCP,443,49535,776,0,1,0,0,,,,,,,,,,,Application Data
215,1700000071.8417196,10.0.0.109,93.184.229.10,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,49535,443,595,0,1,0,0,,,,,,,,,,,Application Data
216,1700000072.0,10.0.0.1,10.0.0.255,de:ad:be:ef:00:99,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,de:ad:be:ef:00:99,2,10.0.0.1 is at de:ad:be:ef:00:99 (gratuitous)
217,1700000072.6249633,10.0.0.107,93.184.194.22,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,54677,443,420,0,1,0,0,,,,,,,,,,,Application Data
218,1700000072.6417286,93.184.194.22,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,54677,1038,0,1,0,0,,,,,,,,,,,Application Data
219,1700000073.4068282,10.0.0.107,93.184.194.22,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,54677,443,1388,0,1,0,0,,,,,,,,,,,Application Data
220,1700000074.0647855,93.184.194.22,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,54677,1250,0,1,0,0,,,,,,,,,,,Application Data
221,1700000075.3983116,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,57049,53,86,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
222,1700000075.4183116,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,57049,128,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
223,1700000075.4483116,10.0.0.101,93.184.243.23,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,57049,443,74,1,0,0,0,,,,,,,,,,,SYN
224,1700000075.4783115,93.184.243.23,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,57049,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
225,1700000075.5884752,10.0.0.101,93.184.243.23,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,57049,443,656,0,1,0,0,,,,,,,,,,,Application Data
226,1700000076.1214633,93.184.243.23,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,57049,396,0,1,0,0,,,,,,,,,,,Application Data
227,1700000076.4629104,93.184.243.23,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,57049,342,0,1,0,0,,,,,,,,,,,Application Data
228,1700000077.0,10.0.0.1,10.0.0.255,de:ad:be:ef:00:99,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,de:ad:be:ef:00:99,2,10.0.0.1 is at de:ad:be:ef:00:99 (gratuitous)
229,1700000078.634651,10.0.0.100,10.0.0.1,02:16:c6:a7:70:6e,00:11:22:33:44:01,DNS,UDP,58445,53,88,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
230,1700000078.654651,10.0.0.1,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,DNS,UDP,53,58445,93,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
231,1700000078.684651,10.0.0.100,93.184.111.32,02:16:c6:a7:70:6e,00:11:22:33:44:01,TCP,TCP,58445,443,74,1,0,0,0,,,,,,,,,,,SYN
232,1700000078.7146509,93.184.111.32,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TCP,TCP,443,58445,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
233,1700000078.8092294,93.184.111.32,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,58445,916,0,1,0,0,,,,,,,,,,,Application Data
234,1700000079.0523431,93.184.111.32,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,58445,866,0,1,0,0,,,,,,,,,,,Application Data
235,1700000079.5939896,93.184.111.32,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,58445,995,0,1,0,0,,,,,,,,,,,Application Data
236,1700000079.991994,10.0.0.100,93.184.111.32,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,58445,443,207,0,1,0,0,,,,,,,,,,,Application Data
237,1700000080.200403,10.0.0.100,93.184.111.32,02:16:c6:a7:70:6e,00:11:22:33:44:01,TLS,TCP,58445,443,810,0,1,0,0,,,,,,,,,,,Application Data
238,1700000080.3154643,10.0.0.108,185.220.101.47,02:21:25:bf:a4:35,00:11:22:33:44:01,TLS,TCP,52405,443,197,0,1,0,0,,,,,,,,,,,Application Data (beacon check-in)
239,1700000080.4154642,185.220.101.47,10.0.0.108,00:11:22:33:44:01,02:21:25:bf:a4:35,TLS,TCP,443,52405,125,0,1,0,0,,,,,,,,,,,Application Data
240,1700000081.0304828,10.0.0.107,10.0.0.1,02:10:db:d3:46:a1,00:11:22:33:44:01,DNS,UDP,63777,53,80,,,,,wikipedia.org,1,0,,,,,,,,Standard query A wikipedia.org
241,1700000081.0504827,10.0.0.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,DNS,UDP,53,63777,91,,,,,wikipedia.org,1,1,0,,,,,,,Standard query response A wikipedia.org
242,1700000081.0804827,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TCP,TCP,63777,443,74,1,0,0,0,,,,,,,,,,,SYN
243,1700000081.1104827,93.184.112.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TCP,TCP,443,63777,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
244,1700000081.1608708,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,990,0,1,0,0,,,,,,,,,,,Application Data
245,1700000081.738516,93.184.112.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,63777,1306,0,1,0,0,,,,,,,,,,,Application Data
246,1700000081.9360237,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,1333,0,1,0,0,,,,,,,,,,,Application Data
247,1700000082.0,10.0.0.1,10.0.0.255,de:ad:be:ef:00:99,ff:ff:ff:ff:ff:ff,ARP,ARP,,,42,,,,,,,,,,,,10.0.0.1,de:ad:be:ef:00:99,2,10.0.0.1 is at de:ad:be:ef:00:99 (gratuitous)
248,1700000082.6522286,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,1226,0,1,0,0,,,,,,,,,,,Application Data
249,1700000082.777417,93.184.112.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,63777,1326,0,1,0,0,,,,,,,,,,,Application Data
250,1700000082.7985103,10.0.0.106,10.0.0.1,02:73:3a:17:8d:e3,00:11:22:33:44:01,DNS,UDP,53238,53,75,,,,,google.com,1,0,,,,,,,,Standard query A google.com
251,1700000082.8185103,10.0.0.1,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,DNS,UDP,53,53238,109,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
252,1700000082.8485103,10.0.0.106,93.184.150.201,02:73:3a:17:8d:e3,00:11:22:33:44:01,TCP,TCP,53238,443,74,1,0,0,0,,,,,,,,,,,SYN
253,1700000082.8785102,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TCP,TCP,443,53238,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
254,1700000083.2263834,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,488,0,1,0,0,,,,,,,,,,,Application Data
255,1700000083.2340446,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,53238,1053,0,1,0,0,,,,,,,,,,,Application Data
256,1700000083.310832,10.0.0.109,10.0.0.1,02:f8:72:e4:ad:c7,00:11:22:33:44:01,DNS,UDP,57858,53,85,,,,,google.com,1,0,,,,,,,,Standard query A google.com
257,1700000083.330832,10.0.0.1,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,DNS,UDP,53,57858,113,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
258,1700000083.360832,10.0.0.109,93.184.232.166,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TCP,TCP,57858,443,74,1,0,0,0,,,,,,,,,,,SYN
259,1700000083.390832,93.184.232.166,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TCP,TCP,443,57858,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
260,1700000083.6904867,10.0.0.109,93.184.232.166,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,57858,443,978,0,1,0,0,,,,,,,,,,,Application Data
261,1700000083.72931,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,779,0,1,0,0,,,,,,,,,,,Application Data
262,1700000083.8781989,10.0.0.106,10.0.0.1,02:73:3a:17:8d:e3,00:11:22:33:44:01,DNS,UDP,60102,53,83,,,,,cloudflare.com,1,0,,,,,,,,Standard query A cloudflare.com
263,1700000083.8981988,10.0.0.1,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,DNS,UDP,53,60102,108,,,,,cloudflare.com,1,1,0,,,,,,,Standard query response A cloudflare.com
264,1700000083.9281988,10.0.0.106,93.184.29.112,02:73:3a:17:8d:e3,00:11:22:33:44:01,TCP,TCP,60102,443,74,1,0,0,0,,,,,,,,,,,SYN
265,1700000083.9581988,93.184.29.112,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TCP,TCP,443,60102,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
266,1700000083.967805,10.0.0.109,93.184.232.166,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,57858,443,1183,0,1,0,0,,,,,,,,,,,Application Data
267,1700000083.9932876,10.0.0.107,93.184.112.1,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63777,443,1298,0,1,0,0,,,,,,,,,,,Application Data
268,1700000084.153107,10.0.0.106,93.184.29.112,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,60102,443,1224,0,1,0,0,,,,,,,,,,,Application Data
269,1700000084.1689963,10.0.0.106,93.184.150.201,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,53238,443,1199,0,1,0,0,,,,,,,,,,,Application Data
270,1700000084.282137,10.0.0.106,93.184.150.201,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,53238,443,413,0,1,0,0,,,,,,,,,,,Application Data
271,1700000084.4008086,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,53238,554,0,1,0,0,,,,,,,,,,,Application Data
272,1700000084.4388964,10.0.0.109,93.184.232.166,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,57858,443,548,0,1,0,0,,,,,,,,,,,Application Data
273,1700000084.4478884,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,53238,327,0,1,0,0,,,,,,,,,,,Application Data
274,1700000084.85898,10.0.0.106,93.184.29.112,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,60102,443,721,0,1,0,0,,,,,,,,,,,Application Data
275,1700000084.902104,10.0.0.109,93.184.232.166,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TLS,TCP,57858,443,812,0,1,0,0,,,,,,,,,,,Application Data
276,1700000084.9153035,10.0.0.106,93.184.150.201,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,53238,443,709,0,1,0,0,,,,,,,,,,,Application Data
277,1700000085.1973593,93.184.29.112,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,60102,701,0,1,0,0,,,,,,,,,,,Application Data
278,1700000085.2037847,10.0.0.106,93.184.29.112,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,60102,443,1391,0,1,0,0,,,,,,,,,,,Application Data
279,1700000085.2883508,10.0.0.106,93.184.29.112,02:73:3a:17:8d:e3,00:11:22:33:44:01,TLS,TCP,60102,443,564,0,1,0,0,,,,,,,,,,,Application Data
280,1700000085.6558201,93.184.29.112,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,60102,1153,0,1,0,0,,,,,,,,,,,Application Data
281,1700000085.8285024,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,53238,314,0,1,0,0,,,,,,,,,,,Application Data
282,1700000085.8746362,93.184.150.201,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,53238,1023,0,1,0,0,,,,,,,,,,,Application Data
283,1700000085.8823538,93.184.29.112,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,60102,878,0,1,0,0,,,,,,,,,,,Application Data
284,1700000086.3298934,93.184.29.112,10.0.0.106,00:11:22:33:44:01,02:73:3a:17:8d:e3,TLS,TCP,443,60102,994,0,1,0,0,,,,,,,,,,,Application Data
285,1700000086.3385015,10.0.0.105,10.0.0.1,02:a4:67:d2:8b:71,00:11:22:33:44:01,DNS,UDP,52914,53,75,,,,,mozilla.org,1,0,,,,,,,,Standard query A mozilla.org
286,1700000086.3585014,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,DNS,UDP,53,52914,95,,,,,mozilla.org,1,1,0,,,,,,,Standard query response A mozilla.org
287,1700000086.3885014,10.0.0.105,93.184.3.45,02:a4:67:d2:8b:71,00:11:22:33:44:01,TCP,TCP,52914,443,74,1,0,0,0,,,,,,,,,,,SYN
288,1700000086.4185014,93.184.3.45,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TCP,TCP,443,52914,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
